team number,nickname,rookie year,full name,Nasa?,city,region,country,motto,# of events,event codes,event names
3737,Roto-Raptors,2011,Southern Bank / Lockheed Martin / QUALCOMM / SPX FLOW / Wayne County Services / Benton & Sons / Fastenal / Mount Olive Pickle & 4-H,,Goldsboro,North Carolina,USA,Be aware,3,"['2016ncbui', '2016nccmp', '2016ncral']","['NC District - Campbell University/Johnston Community College Event', 'NC FIRST Robotics State Championship', 'NC District - Wake County Event']"
3739,Oakbotics,2011,Presidium & Neighborhood Group,,London,Ontario,Canada,Uprooted and Rebooted,1,['2016onwa'],['Waterloo Regional ']
3740,The Storm,2011,Sauk Rapids-Rice Senior High,,Sauk Rapids,Minnesota,USA,,1,['2016mndu'],['Lake Superior Regional']
3741,CORE G IX,2011,AEP / FIRST Hardship program / Texas Workforce Commission / Rio Auto Electric LLC / La Joya Neighborhood Doctor / COD Auto Parts / Mrs. Adelina Villarreal / McCoy's / Zarsky / RGCCISD-Grulla H.S. / Bezos Foundation / RGCCISD-CTE Dept. & Rio Grande City Cisd Grulla H S,,Rio Grande City,Texas,USA,,1,['2016txho'],['Lone Star Regional']
3743,Eagle Bots,2011,Salado Independent School District / Spakes Family Foundation / Roxie and David Meiske / Franks Family Foundation / Sunshine Family Foundation & Salado H S,,Salado,Texas,USA,"never give up, never surrender",1,['2016txho'],['Lone Star Regional']
3745,Govies,2011,3M/Johnson Aerospace & Engineering High School/The Governors Club/Honeywell/Tom & Barbara Murphy & Johnson Senior High,,St. Paul,Minnesota,USA,,1,['2016mnmi'],['Minnesota 10000 Lakes Regional']
3748,Ragnarok Robotics,2011,Motorola / BAE Systems / Booz Allen Hamilton / Ciena / Mount Hebron High School & Home School,,Ellicott City,Maryland,USA,It's Hammer Time!,2,"['2016mdbet', '2016mdblr']","['CHS District - Greater DC Event', 'CHS District - Northern Maryland Event']"
3749,Team Optix,2011,NDEP / Northrop Grumman / Teradata / SAIC / Todd and Mari Gutschow Family Foundation & Del Norte High,,San Diego,California,USA,Can you zip tie it?,1,['2016casd'],['San Diego Regional']
3750,Gators,2011,Badger School District & Badger Secondary,,Badger,Minnesota,USA,,2,"['2016iacf', '2016mndu']","['Iowa Regional', 'Lake Superior Regional']"
3751,Tower View Robotics,2011,Red Wing Shoe & Tower View Opportunity Program Alc,,Red Wing,Minnesota,USA,Tower of Power,1,['2016mnmi'],['Minnesota 10000 Lakes Regional']
3753,BulahBots!,2011,Albemarle Foundation & Parkview Baptist School,,Baton Rouge,Louisiana,USA,Got Bulah!,1,['2016lake'],['Bayou Regional']
3754,TrekNorth First City Robotics,2011,Tennant Company / TEAM Industries & Treknorth High School,,Bemidji,Minnesota,USA,,1,['2016mndu2'],['Northern Lights Regional']
3755,Dragon Robotics,2011,Pentair & Litchfield Senior High,,Litchfield,Minnesota,USA,Adapt and Overcome,1,['2016mndu'],['Lake Superior Regional']
3756,RamFerno,2011,ARMO Tool/Tool & Cutter & Sir Wilfrid Laurier Secondary School,,London,Ontario,Canada,Feel the Heat,1,['2016onwi'],['Windsor Essex Great Lakes Regional']
3759,SMARTBOTS,2011,St Mary'S Academy,,INGLEWOOD,California,USA,,1,['2016calb'],['Los Angeles Regional']
3760,Aerospace,2011,16 Hertz LLC / Bronx Aerospace High School / Society of Women Engineers  & Bronx Aerospace High School,,Bronx,New York,USA,,1,['2016nyny'],['New York City Regional']
3763,4-H WildCards,2011,4-H Wild Cards Team 3763 & Onslow County Cooperative Extension,,Jacksonville,North Carolina,USA,"Say we can't, and we will!",2,"['2016ncbui', '2016ncral']","['NC District - Campbell University/Johnston Community College Event', 'NC District - Wake County Event']"
3765,The TerraBots,2011,CRAY Inc. & ST PAUL PREPRATORY SCHOOL,,St. Paul,Minnesota,USA,,1,['2016mnmi'],['Minnesota 10000 Lakes Regional']
3767,Titan Robotics,2011,West Senior High,,Traverse City,Michigan,USA,Ever to Excel,3,"['2016micmp', '2016miesc', '2016mitvc']","['Michigan State Championship', 'FIM District - Escanaba Event', 'FIM District - Traverse City Event']"
3770,BlitzCreek,2011,FIRST-GLBR / Dow Chemical / The Kepler Family / Lamons / Sweet Grafix / Homer Township Fire Department / Local Labor Supporting STEM (UAW-Machinists) / The Chapin Family / The Ross Family / Solutions 4 Automation / Floyd Arbor of Gleaner Life Insurance Society  & Bullock Creek High School,,Midland,Michigan,USA,,4,"['2016cur', '2016micmp', '2016mimid', '2016mista']","['Curie Division', 'Michigan State Championship', 'FIM District - Midland Event', 'FIM District - Standish-Sterling Event']"
3773,Cobalt Commanders,2011,Kiwanis Club of Tecumseh / Allstate / Edward Jones & Tecumseh High School,,Tecumseh,Michigan,USA,,2,"['2016mibro', '2016miwat']","['FIM District - Woodhaven Event', 'FIM District - Waterford Event']"
3777,Bean City Bots,2011,American Trim / United Way of Greater Lima / T&D Interiors / Superior Federal Credit Union / Ohio Northern University Athletics / Anonymous Donor / The Hanover Family / Lima Family YMCA / The P&G Fund of Greater Cincinnati / Husky Energy & Lima Family YMCA,,Lima,Ohio,USA,,1,['2016ohci'],['Queen City Regional']
3780,Robot Unicorns,2011,Brown University/Gilbane Building Company/Miller and Caine LLP Attorneys at Law & Wheeler School,,Providence,Rhode Island,USA,"We're a 37""-38"" square",2,"['2016ctwat', '2016mabos']","['NE District - Waterbury Event', 'NE District - Boston Event']"
3781,Cardinal 4-H Robotics,2011,OSPI/MultiCare Health/McClendon's Hardware/jcpenney & Franklin-Pierce High School & WSU Pierce County 4-H,,Tacoma,Washington,USA,To Make the Best Better,2,"['2016waahs', '2016waamv']","['PNW District - Auburn Event', 'PNW District - Auburn Mountainview Event']"
3785,Gila Monsters,2011,General Motors & Yuma High School,,Yuma,Arizona,USA,,1,['2016azfl'],['Arizona North Regional']
3786,Chargers,2011,"The Boeing Company / Hexcell Corporation / SPEEA / Kent School District, Career & Technical Education / Kent Community Fondation / Kent Rotary Club & Kentridge High School",,Kent,Washington,USA,,4,"['2016gal', '2016pncmp', '2016waahs', '2016waamv']","['Galileo Division', 'Pacific Northwest District Championship sponsored by Autodesk', 'PNW District - Auburn Event', 'PNW District - Auburn Mountainview Event']"
3787,Wild Robotocats,2011,"Office of Superintendent of Public Instruction / The Boeing Company / Westport, Llc. & WSU - Grays Harbor County 4-H",,Westport,Washington,USA,,3,"['2016pncmp', '2016waahs', '2016waamv']","['Pacific Northwest District Championship sponsored by Autodesk', 'PNW District - Auburn Event', 'PNW District - Auburn Mountainview Event']"
3789,On Track Robotics,2011,OSPI-WA teams Office of the Superintendent of Public Instruction/Haskins Steel/Spokane Public Schools Foundation/Spokane Public Schools/ITron & Bemiss,,Spokane,Washington,USA,,2,"['2016waell', '2016waspo']","['PNW District - Central Washington University Event', 'PNW District - West Valley Event']"
3792,The Army Ants,2011,"NASA/Boeing/University of Missouri-Columbia/Wal-Mart/Assistance League of Mid-Missouri/Inquest Environmental/Machen's Ford/Andrew Winslow, Ph.D/Kevin Womack & Columbia Area Career Ctr.",NASA,Columbia,Missouri,USA,"""In Theory...""",2,"['2016mosc', '2016mosl']","['Missouri Robotics State Championship', 'St. Louis Regional']"
3793,CyberTitans,2011,Bechtel / Lockheed-Martin & Tuscarora High,,Frederick,Maryland,USA,,2,"['2016mdbet', '2016mdedg']","['CHS District - Greater DC Event', 'CHS District - Central Maryland Event']"
3794,WinT,2011,Universidad TecMilenio Campus Toluca / Daimler Vehiculos Comerciales Mexico S. de R. L. de C.V. / Rockwell Automation / ¡Ay Güey! / SolidWorks / Microsoft  & Universidad TECMilenio,,Metepec,Mexico,Mexico,"Dreaming, Creating, Make It Possible",2,"['2016mxmc', '2016nvlv']","['Mexico City Regional ', 'Las Vegas Regional']"
3796,Technical Assassins,2011,Bertie County 4-H / AIG - Bertie County Schools / A-1 Unlimited Bail Bonding Service / Mr and Mrs. Wesson / Gina White & Bertie Stem High,,Windsor,North Carolina,USA,,2,"['2016ncbui', '2016ncral']","['NC District - Campbell University/Johnston Community College Event', 'NC District - Wake County Event']"
3799,Electric Fire,2011,Corning Incorporated & Notre Dame High School,,Elmira,New York,USA,,1,['2016nyro'],['Finger Lakes Regional ']
3800,Mustangs,2011,NASA/jcpenney & Kalaheo High School & Kalaheo High School & Kalaheo High School,NASA,Kailua,Hawaii,USA,,1,['2016hiho'],['Hawaii Regional']
3802,RoboPOP,2011,Texas Workforce Commission / North Texas Contracting / Mouser Electronics & Prince of Peace Christian School,,Carrollton,Texas,USA,Prepare to Meet Your Maker,2,"['2016txda', '2016txlu']","['Dallas Regional', 'Hub City Regional']"
3807,Overland BlazerBots,2011,Comcast/Ball Aerospace/Merrick Corporation & Overland High School,,Aurora,Colorado,USA,Leaving a Legacy Every Step We Take,1,['2016code'],['Colorado Regional']
3812,Bits & Bots,2011,Weyerhaeuser Giving Foundation / Boeing / OSPI / BAE Systems / Mark Morris Booster Club / Steelscape / Northwest Institute of Electrical Technology & Mark Morris High School,,Longview,Washington,USA,,2,"['2016orphi', '2016orwil']","['PNW District - Philomath Event', 'PNW District - Wilsonville Event']"
3814,PiBotics,2011,Bosch / Regal / Acramold / Mazak / Duke Energy / ACE Machining / H3 Technologies / NKIP / BCEF & Larry A. Ryle High School & Randall K. Cooper High School & Boone County High School & Conner High School,,Union,Kentucky,USA,,2,"['2016alhu', '2016ohci']","['Rocket City Regional', 'Queen City Regional']"
3815,NF Raiders,2011,Automation Direct & North Forsyth High School,,Cumming,Georgia,USA,"Metal work, Wood work, Electrical work, whatever we do, we make it work",1,['2016gacol'],['PCH District - Columbus Event']
3821,Pirabots,2011,Kentucky AEP/4-H & Belfry High School,,Belfry,Kentucky,USA,,1,['2016ohci'],['Queen City Regional']
3822,Neon Jets,2011,John Deere / Central Carolina Community College / Qorvo / Charles and Martha Oldham & Jordan Matthews High,,Siler City,North Carolina,USA,,2,"['2016ncbui', '2016ncmcl']","['NC District - Campbell University/Johnston Community College Event', 'NC District - Guilford County Event']"
3824,HVA RoHAWKtics,2011,"ORNL / UT Battelle / DOE  MDF  Advanced Manufacturing Office / Local Motors / Bechtel / DowAksa / Knox County Schools / Naoko Blue & Associates / Boeing / Consolidated Nuclear Security / Ingenutec / Magnum Venus Products / Techmeres Engineered Solutions / TVA / 3DSystems / Phillips & Jordan / Soccer Taco / Sharp Outdoor Media, LLC / Composite Envisions & Hardin Valley Academy",,Knoxville,Tennessee,USA,Vision. Vigilance. Victory.,3,"['2016cars', '2016scmb', '2016tnkn']","['Carson Division', 'Palmetto Regional', 'Smoky Mountains Regional']"
3826,"Sequim Robotics Federation ""SRF"" ",2011,"Sequim School District / PraxAir / Boeing / OSPI / Sodexo / Richerts Marble & Granite, Inc. / Tracy's Insulation / Blake Sand & Gravel / Oak Table Restaurant / YOLO / A M Systems / Lobo & Sequim Senior High",,Sequim,Washington,USA,3826 For Life,3,"['2016pncmp', '2016wamou', '2016wasno']","['Pacific Northwest District Championship sponsored by Autodesk', 'PNW District - Mount Vernon Event', 'PNW District - Glacier Peak Event']"
3831,Da Bears,2011,OSPI/Platt Electric/Bezos Family Foundation & Brewster High School & Brewster High School,,Brewster,Washington,USA,,2,"['2016waell', '2016wasno']","['PNW District - Central Washington University Event', 'PNW District - Glacier Peak Event']"
3834,Crab-bots,2011,ALCOA Foundation/Seadrift Coke/Texas Workforce Commission & Calhoun H S,,Port  Lavaca,Texas,USA,,1,['2016txho'],['Lone Star Regional']
3835,Vulcan,2011,Tel Aviv Municipality / PTC / Gudes Badim & Tichon Hadash Tel Aviv,,Tel Aviv,Tel-Aviv,Israel,,1,['2016ista'],['Israel Regional']
3838,Roc City Robotix,2011,Rochester City School District / Thomson Reuters / Optimation and Kingsbury / Arnold Magnetic Technolgies / Die Max / Glover-Crask Charitable Trust / SMC Metal / AutoDesk / SolidWorks / The Coca-Cola Company and 3D Systems & The Rochester City School District & School 58-World of Inquiry School & School Without Walls & Vertus Charter School,,Rochester,New York,USA,,1,['2016nyro'],['Finger Lakes Regional ']
3839,Bees?,2011,Wadena-Deer Creek Senior High,,Wadena,Minnesota,USA,,1,['2016mnmi'],['Minnesota 10000 Lakes Regional']
3840,Teens 'Nto Technology,2011,Isanti County 4-H,,Isanti,Minnesota,USA,The Sky is the limit.,1,['2016mndu'],['Lake Superior Regional']
3843,M.C.R.T. ROBO RACERS,2011,Leadership Murray Class of 2015 / Murray State University Institute of Engineering / Murray State Regional Outreach & CALLOWAY COUNTY 4H & Calloway County High School & Murray High School & Murray/Calloway County Area Tech Center,,Murray,Kentucky,USA,"""We'll Talk About It""",1,['2016tnkn'],['Smoky Mountains Regional']
3844,Kentucky Wildbots,2011,NASA/Jackson MSC/Cumberland Valley Rural Electric/Donald Hood/Crossroads Market/Mark Motors/Aisin Automotive Casting/JC Penny/Whayne Supply/Canada Brothers NAPA/Knox County Board of Education/Knox 4H Kentucky/CTA Acoustics/Firestone /Corbin Tourism Board & Lynn Camp High School,NASA,Corbin,Kentucky,USA,Dream Big,1,['2016tnkn'],['Smoky Mountains Regional']
3845,Yellow Jackets,2011,Volvo / ORASI & Carver High,,Winston-Salem,North Carolina,USA,,2,"['2016ncash', '2016ncmcl']","['NC District - UNC Asheville Event', 'NC District - Guilford County Event']"
3847,Spectrum,2011,"Texas Workforce Commission / FIRST in Texas / ExxonMobil / Solarcraft, Inc / Star Precision Fabricating / Royalty Metal Finishing & St Agnes Academy School & Strake Jesuit College Prep School",,Houston,Texas,USA,"Infinite Wavelengths, One Spectrum",3,"['2016arc', '2016lake', '2016txho']","['Archimedes Division', 'Bayou Regional', 'Lone Star Regional']"
3848,Bots in Shining Armour,2011,TORO/FASTENAL & Kenyon-Wanamingo Senior High,,Kenyon,Minnesota,USA,"All for one, one for all",1,['2016mnmi2'],['Minnesota North Star Regional']
3853,Pridetronics,2011,Mittelstaedt Cooper & Associates LTD. / Microchip CAD Engineers / Colorado River Indian Tribes / Tempe Union High School Education Foundation / Doctor Doug / Chasse Building Team / Local Motors / Prides Peak / Right Honda / Piper Plastics & Mountain Pointe High School,,Phoenix,Arizona,USA,,2,"['2016azpx', '2016tes']","['Arizona West Regional', 'Tesla Division']"
3859,Wolfpack Robotics,2011,McKesson Corporation/The Brin Wojcicki Foundation/Intuitive Surgical/The Covert Family & Cosumnes Oaks High,,Elk Grove,California,USA,"The strength of the wolf is the pack, and the strength of the pack is the wolf",2,"['2016cada', '2016cama']","['Sacramento Regional', 'Central Valley Regional']"
3861,Eagles,2011,MEF/TVA & Signal Mountain Middle/High School,,Signal Mountain,Tennessee,USA,,1,['2016alhu'],['Rocket City Regional']
3863,Pantherbotics,2011,California Community Colleges/Amgen/IEEE & Newbury Park High,,Newbury Park,California,USA,High Expectations Equals High Achievement,2,"['2016calb', '2016cave']","['Los Angeles Regional', 'Ventura Regional']"
3865,Riley WildBots,2011,"Hoosier Tire/YMCA of Michiana, Inc. & Riley High School",,South Bend,Indiana,USA,Not Your Average Roboticists,2,"['2016inwch', '2016inwla']","['IN District - Walker Warren Event', 'IN District - Tippecanoe Event']"
3868,Mechanized Mustangs,2011,McCracken County High School,,Paducah,Kentucky,USA,,1,['2016mosl'],['St. Louis Regional']
3871,Worthington Trojans,2011,Worthington Senior High,,Worthington,Minnesota,USA,,1,['2016mnmi2'],['Minnesota North Star Regional']
3872,Pan-Tech,2011,Andersen Windows storm door division / Robert & Carol Wood / Scott McKay / Blue Ridge Bank / Luray Caverns / Showbest fixtures & Page County High,,Shenandoah,Virginia,USA,Never Give Up,3,"['2016chcmp', '2016vabla', '2016vahay']","['FIRST Chesapeake District Championship sponsored by Booz Allen Hamilton', 'CHS District - Southwest Virginia Event', 'CHS District - Northern Virginia Event']"
3875,Red Storm Robotics,2011,GE Aviation / Volunteers of GE Aviation Systems / Bosch / Lacks Enterprises / Dematic / Kentwood Public Schools / Michigan Department of Education / Savant Automation / Custom Profile / Steelcase & East Kentwood High School,,Kentwood,Michigan,USA,We make FIRST happen for everyone!,3,"['2016mibro', '2016miken', '2016misjo']","['FIM District - Woodhaven Event', 'FIM District - East Kentwood Event', 'FIM District - St. Joseph Event']"
